0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.306939635357676877e-01
0.000000000000000000e+00 6.613879270715353753e-01
0.000000000000000000e+00 9.920818906073030075e-01
0.000000000000000000e+00 1.322775854143070751e+00
0.000000000000000000e+00 1.653469817678838494e+00
0.000000000000000000e+00 1.984163781214606015e+00
0.000000000000000000e+00 2.314857744750373758e+00
0.000000000000000000e+00 2.645551708286141501e+00
0.000000000000000000e+00 2.976245671821909244e+00
0.000000000000000000e+00 3.306939635357676988e+00
0.000000000000000000e+00 3.637633598893444731e+00
0.000000000000000000e+00 3.968327562429212030e+00
0.000000000000000000e+00 4.299021525964979773e+00
0.000000000000000000e+00 4.629715489500747516e+00
0.000000000000000000e+00 4.960409453036515259e+00
0.000000000000000000e+00 5.291103416572283002e+00
0.000000000000000000e+00 5.621797380108050746e+00
0.000000000000000000e+00 5.952491343643818489e+00
0.000000000000000000e+00 6.283185307179586232e+00
3.490658503988658956e-01 0.000000000000000000e+00
3.490658503988658956e-01 3.306939635357676877e-01
3.490658503988658956e-01 6.613879270715353753e-01
3.490658503988658956e-01 9.920818906073030075e-01
3.490658503988658956e-01 1.322775854143070751e+00
3.490658503988658956e-01 1.653469817678838494e+00
3.490658503988658956e-01 1.984163781214606015e+00
3.490658503988658956e-01 2.314857744750373758e+00
3.490658503988658956e-01 2.645551708286141501e+00
3.490658503988658956e-01 2.976245671821909244e+00
3.490658503988658956e-01 3.306939635357676988e+00
3.490658503988658956e-01 3.637633598893444731e+00
3.490658503988658956e-01 3.968327562429212030e+00
3.490658503988658956e-01 4.299021525964979773e+00
3.490658503988658956e-01 4.629715489500747516e+00
3.490658503988658956e-01 4.960409453036515259e+00
3.490658503988658956e-01 5.291103416572283002e+00
3.490658503988658956e-01 5.621797380108050746e+00
3.490658503988658956e-01 5.952491343643818489e+00
3.490658503988658956e-01 6.283185307179586232e+00
6.981317007977317912e-01 0.000000000000000000e+00
6.981317007977317912e-01 3.306939635357676877e-01
6.981317007977317912e-01 6.613879270715353753e-01
6.981317007977317912e-01 9.920818906073030075e-01
6.981317007977317912e-01 1.322775854143070751e+00
6.981317007977317912e-01 1.653469817678838494e+00
6.981317007977317912e-01 1.984163781214606015e+00
6.981317007977317912e-01 2.314857744750373758e+00
6.981317007977317912e-01 2.645551708286141501e+00
6.981317007977317912e-01 2.976245671821909244e+00
6.981317007977317912e-01 3.306939635357676988e+00
6.981317007977317912e-01 3.637633598893444731e+00
6.981317007977317912e-01 3.968327562429212030e+00
6.981317007977317912e-01 4.299021525964979773e+00
6.981317007977317912e-01 4.629715489500747516e+00
6.981317007977317912e-01 4.960409453036515259e+00
6.981317007977317912e-01 5.291103416572283002e+00
6.981317007977317912e-01 5.621797380108050746e+00
6.981317007977317912e-01 5.952491343643818489e+00
6.981317007977317912e-01 6.283185307179586232e+00
1.047197551196597631e+00 0.000000000000000000e+00
1.047197551196597631e+00 3.306939635357676877e-01
1.047197551196597631e+00 6.613879270715353753e-01
1.047197551196597631e+00 9.920818906073030075e-01
1.047197551196597631e+00 1.322775854143070751e+00
1.047197551196597631e+00 1.653469817678838494e+00
1.047197551196597631e+00 1.984163781214606015e+00
1.047197551196597631e+00 2.314857744750373758e+00
1.047197551196597631e+00 2.645551708286141501e+00
1.047197551196597631e+00 2.976245671821909244e+00
1.047197551196597631e+00 3.306939635357676988e+00
1.047197551196597631e+00 3.637633598893444731e+00
1.047197551196597631e+00 3.968327562429212030e+00
1.047197551196597631e+00 4.299021525964979773e+00
1.047197551196597631e+00 4.629715489500747516e+00
1.047197551196597631e+00 4.960409453036515259e+00
1.047197551196597631e+00 5.291103416572283002e+00
1.047197551196597631e+00 5.621797380108050746e+00
1.047197551196597631e+00 5.952491343643818489e+00
1.047197551196597631e+00 6.283185307179586232e+00
1.396263401595463582e+00 0.000000000000000000e+00
1.396263401595463582e+00 3.306939635357676877e-01
1.396263401595463582e+00 6.613879270715353753e-01
1.396263401595463582e+00 9.920818906073030075e-01
1.396263401595463582e+00 1.322775854143070751e+00
1.396263401595463582e+00 1.653469817678838494e+00
1.396263401595463582e+00 1.984163781214606015e+00
1.396263401595463582e+00 2.314857744750373758e+00
1.396263401595463582e+00 2.645551708286141501e+00
1.396263401595463582e+00 2.976245671821909244e+00
1.396263401595463582e+00 3.306939635357676988e+00
1.396263401595463582e+00 3.637633598893444731e+00
1.396263401595463582e+00 3.968327562429212030e+00
1.396263401595463582e+00 4.299021525964979773e+00
1.396263401595463582e+00 4.629715489500747516e+00
1.396263401595463582e+00 4.960409453036515259e+00
1.396263401595463582e+00 5.291103416572283002e+00
1.396263401595463582e+00 5.621797380108050746e+00
1.396263401595463582e+00 5.952491343643818489e+00
1.396263401595463582e+00 6.283185307179586232e+00
1.745329251994329534e+00 0.000000000000000000e+00
1.745329251994329534e+00 3.306939635357676877e-01
1.745329251994329534e+00 6.613879270715353753e-01
1.745329251994329534e+00 9.920818906073030075e-01
1.745329251994329534e+00 1.322775854143070751e+00
1.745329251994329534e+00 1.653469817678838494e+00
1.745329251994329534e+00 1.984163781214606015e+00
1.745329251994329534e+00 2.314857744750373758e+00
1.745329251994329534e+00 2.645551708286141501e+00
1.745329251994329534e+00 2.976245671821909244e+00
1.745329251994329534e+00 3.306939635357676988e+00
1.745329251994329534e+00 3.637633598893444731e+00
1.745329251994329534e+00 3.968327562429212030e+00
1.745329251994329534e+00 4.299021525964979773e+00
1.745329251994329534e+00 4.629715489500747516e+00
1.745329251994329534e+00 4.960409453036515259e+00
1.745329251994329534e+00 5.291103416572283002e+00
1.745329251994329534e+00 5.621797380108050746e+00
1.745329251994329534e+00 5.952491343643818489e+00
1.745329251994329534e+00 6.283185307179586232e+00
2.094395102393195263e+00 0.000000000000000000e+00
2.094395102393195263e+00 3.306939635357676877e-01
2.094395102393195263e+00 6.613879270715353753e-01
2.094395102393195263e+00 9.920818906073030075e-01
2.094395102393195263e+00 1.322775854143070751e+00
2.094395102393195263e+00 1.653469817678838494e+00
2.094395102393195263e+00 1.984163781214606015e+00
2.094395102393195263e+00 2.314857744750373758e+00
2.094395102393195263e+00 2.645551708286141501e+00
2.094395102393195263e+00 2.976245671821909244e+00
2.094395102393195263e+00 3.306939635357676988e+00
2.094395102393195263e+00 3.637633598893444731e+00
2.094395102393195263e+00 3.968327562429212030e+00
2.094395102393195263e+00 4.299021525964979773e+00
2.094395102393195263e+00 4.629715489500747516e+00
2.094395102393195263e+00 4.960409453036515259e+00
2.094395102393195263e+00 5.291103416572283002e+00
2.094395102393195263e+00 5.621797380108050746e+00
2.094395102393195263e+00 5.952491343643818489e+00
2.094395102393195263e+00 6.283185307179586232e+00
2.443460952792061214e+00 0.000000000000000000e+00
2.443460952792061214e+00 3.306939635357676877e-01
2.443460952792061214e+00 6.613879270715353753e-01
2.443460952792061214e+00 9.920818906073030075e-01
2.443460952792061214e+00 1.322775854143070751e+00
2.443460952792061214e+00 1.653469817678838494e+00
2.443460952792061214e+00 1.984163781214606015e+00
2.443460952792061214e+00 2.314857744750373758e+00
2.443460952792061214e+00 2.645551708286141501e+00
2.443460952792061214e+00 2.976245671821909244e+00
2.443460952792061214e+00 3.306939635357676988e+00
2.443460952792061214e+00 3.637633598893444731e+00
2.443460952792061214e+00 3.968327562429212030e+00
2.443460952792061214e+00 4.299021525964979773e+00
2.443460952792061214e+00 4.629715489500747516e+00
2.443460952792061214e+00 4.960409453036515259e+00
2.443460952792061214e+00 5.291103416572283002e+00
2.443460952792061214e+00 5.621797380108050746e+00
2.443460952792061214e+00 5.952491343643818489e+00
2.443460952792061214e+00 6.283185307179586232e+00
2.792526803190927165e+00 0.000000000000000000e+00
2.792526803190927165e+00 3.306939635357676877e-01
2.792526803190927165e+00 6.613879270715353753e-01
2.792526803190927165e+00 9.920818906073030075e-01
2.792526803190927165e+00 1.322775854143070751e+00
2.792526803190927165e+00 1.653469817678838494e+00
2.792526803190927165e+00 1.984163781214606015e+00
2.792526803190927165e+00 2.314857744750373758e+00
2.792526803190927165e+00 2.645551708286141501e+00
2.792526803190927165e+00 2.976245671821909244e+00
2.792526803190927165e+00 3.306939635357676988e+00
2.792526803190927165e+00 3.637633598893444731e+00
2.792526803190927165e+00 3.968327562429212030e+00
2.792526803190927165e+00 4.299021525964979773e+00
2.792526803190927165e+00 4.629715489500747516e+00
2.792526803190927165e+00 4.960409453036515259e+00
2.792526803190927165e+00 5.291103416572283002e+00
2.792526803190927165e+00 5.621797380108050746e+00
2.792526803190927165e+00 5.952491343643818489e+00
2.792526803190927165e+00 6.283185307179586232e+00
3.141592653589793116e+00 0.000000000000000000e+00
3.141592653589793116e+00 3.306939635357676877e-01
3.141592653589793116e+00 6.613879270715353753e-01
3.141592653589793116e+00 9.920818906073030075e-01
3.141592653589793116e+00 1.322775854143070751e+00
3.141592653589793116e+00 1.653469817678838494e+00
3.141592653589793116e+00 1.984163781214606015e+00
3.141592653589793116e+00 2.314857744750373758e+00
3.141592653589793116e+00 2.645551708286141501e+00
3.141592653589793116e+00 2.976245671821909244e+00
3.141592653589793116e+00 3.306939635357676988e+00
3.141592653589793116e+00 3.637633598893444731e+00
3.141592653589793116e+00 3.968327562429212030e+00
3.141592653589793116e+00 4.299021525964979773e+00
3.141592653589793116e+00 4.629715489500747516e+00
3.141592653589793116e+00 4.960409453036515259e+00
3.141592653589793116e+00 5.291103416572283002e+00
3.141592653589793116e+00 5.621797380108050746e+00
3.141592653589793116e+00 5.952491343643818489e+00
3.141592653589793116e+00 6.283185307179586232e+00
