simulator_	0.85421875	0.004266636655125767	0.853427734375	0.003473499105699105
simulator_corrected	0.85421875	0.004266636655125767	0.853427734375	0.003473499105699105
ibmqx2_	0.818782958984375	0.03718913874100858	0.831591796875	0.026073555812909023
ibmqx2_corrected	0.8139358682762008	0.04072571672333031	0.835143514382705	0.027576975597034148
vigo_	0.824029541015625	0.012147932808748154	0.826456298828125	0.01819791248494715
vigo_corrected	0.8503187826634041	0.014443435632401469	0.8277441290877353	0.018923845026794006
valencia_	0.852412109375	0.00528055120957702	0.849866943359375	0.01240437282274121
valencia_corrected	0.8514357163531343	0.005467888262282575	0.832163974479366	0.015141628874075327
santiago_	0.837078857421875	0.008717570409657269	0.799100341796875	0.021589030205445087
santiago_corrected	0.8381601096067031	0.01021103796815094	0.8114966899094413	0.019238863705879874
ourense_	0.812686767578125	0.018464396425126366	0.866392822265625	0.019378072856444748
ourense_corrected	0.8145623499627015	0.01936485325133892	0.8786278774694536	0.02166598928170022
melbourne_	0.83987548828125	0.011304734119880682	0.81810791015625	0.008153818447674297
melbourne_corrected	0.8513205105625888	0.012466161758478757	0.821912628914684	0.01007953394814462
athens_	0.83852294921875	0.010369503093225145	0.8384130859375	0.009077355278330222
athens_corrected	0.8395922492540754	0.010633104859520378	0.8373155241509717	0.009159351260877798
